date,desc,amount,cat,Debits and credits,Balance
2/8/18,WOOLWORTHS 1474 REDFE-18:11,-24.88,Personal - Groceries,($24.88),"$21,970.14 "
1/8/18,WWW.INGOGO SYDNEY-22:11,-17.64,Expense - Travel - Parking,($17.64),"$21,995.02 "
1/8/18,IINET LIMITED PERTH-09:13,-129.98,Expense - Phone & Internet,($129.98),"$22,012.66 "
31/7/18,WOOLWORTHS 1436 CULBU-15:14,-8.0,Personal - Groceries,($8.00),"$22,142.64 "
31/7/18,WOOLWORTHS 1436 CULBU-15:13,-44.04,Personal - Groceries,($44.04),"$22,150.64 "
30/7/18,INTERNET BANKING INT TFR,-3024.45,Mortgage,"($3,024.45)","$22,194.68 "
30/7/18,TFR TO: 944600 000359484 FT18211SS TFQ,0.0,Mortgage,0,0
30/7/18,UNITED WATERLOO WATER-08:36,-56.72,Expense - Travel,($56.72),"$25,219.13 "
30/7/18,HARRIS MILLER QPS PYR-15:09,-24.0,Expense - Working Lunch,($24.00),"$25,275.85 "
30/7/18,BWS LIQUOR 1999 CULBU-14:02,-92.6,Personal - Alcohol,($92.60),"$25,299.85 "
29/7/18,UBER TRIP C2ITU HELP.-01:12,-23.25,Expense - Office IT,($23.25),"$25,392.45 "
29/7/18,Stockroom Cafe Pyrmon-14:21,-11.57,Personal - Lunch,($11.57),"$25,415.70 "
29/7/18,WOOLWORTHS 1474 REDFE-07:31,-22.56,Personal - Groceries,($22.56),"$25,427.27 "
28/7/18,POS W/D -17:23,-100.0,Personal - Cash Out,($100.00),"$25,449.83 "
28/7/18,WOOLWORTHS 1436 CULBURRABEAC AU,0.0,Personal - Groceries,0,0
27/7/18,INWARD DIRECT CREDIT,462.0,Income,$462.00 ,"$25,549.83 "
27/7/18,From: COMMONWEALTH BANK,0.0,NAN,0,0
27/7/18,Ref: Pin VF extra web,0.0,Income,0,0
27/7/18,INWARD DIRECT DEBIT,-1000.0,Personal - Childcare,"($1,000.00)","$25,087.83 "
27/7/18,From: PAYGATE,0.0,Personal - Childcare,0,0
27/7/18,Ref: 5753320/SDN Redfer,0.0,Personal - Childcare,0,0
27/7/18,INWARD DIRECT CREDIT,22468.0,Income,"$22,468.00 ","$26,087.83 "
27/7/18,From: Etcetc Music Pty,0.0,Income,0,0
27/7/18,Ref: MINISTRY OF SOUND,0.0,Income,0,0
27/7/18,INWARD DIRECT CREDIT,3520.0,Income,"$3,520.00 ","$3,619.83 "
27/7/18,From: COMMONWEALTH BANK,0.0,Income,0,0
27/7/18,Ref: Pin Holon website,0.0,Income,0,0
26/7/18,M/C REJ - INSUFF. FUN-21:41,0.0,NAN,0,0
25/7/18,M/C REJ - INSUFF. FUN-09:28,0.0,NAN,0,0
25/7/18,EZI*NCIE Fitness Ctr -12:12,-107.31,Personal - Health & Wellbeing,($107.31),$99.83 
24/7/18,UBER *TRIP UL7CC SYDN-12:00,-19.56,Expense - Travel - Taxis,($19.56),$207.14 
24/7/18,UBER *TRIP X6LNY SYDN-16:44,-21.21,Expense - Travel - Taxis,($21.21),$226.70 
24/7/18,WOOLWORTHS 1474 REDFE-20:52,-41.4,Personal - Groceries,($41.40),$247.91 
23/7/18,BREADFERN PTY LTD RED-09:26,-11.0,Personal - General,($11.00),$289.31 
23/7/18,THE TUDOR REDFERN QPS-18:17,-24.5,Personal - Drinking Out,($24.50),$300.31 
23/7/18,GOLD CROSS PHARMACY R-18:12,-21.95,Personal - Health & Wellbeing,($21.95),$324.81 
23/7/18,COLES 0987 WATERLOO-15:43,-92.35,Personal - Groceries,($92.35),$346.76 
23/7/18,ALDI STORES - WATERLO-12:20,-56.68,Personal - Groceries,($56.68),$439.11 
23/7/18,ALDI STORES - WATERLO-12:31,-13.05,Personal - Groceries,($13.05),$495.79 
22/7/18,Zaida Cafe SURRY HILL-14:05,-12.5,Personal - Lunch,($12.50),$508.84 
22/7/18,WOOLWORTHS 1474 REDFE-14:19,-50.71,Personal - Groceries,($50.71),$521.34 
22/7/18,POS W/D -09:21,-31.0,Expense - Office IT,($31.00),$572.05 
22/7/18,Hunter's Corner Redfern AU,0.0,Expense - Office Supplies,0,0
22/7/18,POS W/D -14:49,-106.24,Personal - Cash Out,($106.24),$603.05 
22/7/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
21/7/18,Hunter's Corner Redfern AU,0.0,Expense - Office Supplies,0,0
21/7/18,POS W/D -10:06,-18.5,Expense - Office Supplies,($18.50),$709.29 
20/7/18,WOOLWORTHS 1474 REDFE-17:34,-26.95,Personal - Groceries,($26.95),$727.79 
18/7/18,GM CABS PTY LTD MASCO-21:08,-18.48,Expense - Travel - Taxis,($18.48),$754.74 
18/7/18,INWARD DIRECT CREDIT,750.0,Account Transfer (In),$750.00 ,$773.22 
18/7/18,From: ST GEORGE BANK,0.0,NAN,0,0
18/7/18,Ref: tfr2 ME top up,0.0,NAN,0,0
17/7/18,UBER *TRIP DLIZE SYDN-01:06,-10.25,Expense - Travel - Taxis,($10.25),$23.22 
17/7/18,WOOLWORTHS 1474 REDFE-16:14,-63.24,Personal - Groceries,($63.24),$33.47 
17/7/18,COPPOLA PIZZA REFERN-17:59,-49.0,Personal - Eating Out,($49.00),$96.71 
17/7/18,M/C REJ - INSUFF. FUN-16:56,0.0,NAN,0,0
16/7/18,Hunter's Corner Redfe-10:22,-8.0,Personal - Coffee,($8.00),$145.71 
16/7/18,POS W/D -20:50,-49.12,Personal - Skye,($49.12),$153.71 
16/7/18,RESTAURANT HUBERT SYDNEY AU,0.0,Personal - Skye,0,0
16/7/18,SIMPLYMAID.COM.AU PAR-21:11,-149.0,Expense - Cleaners,($149.00),$202.83 
15/7/18,M/C REJ - INSUFF. FUN-11:57,0.0,,0,0
14/7/18,GM CABS PTY LTD MASCO-20:24,-16.28,Expense - Travel - Taxis,($16.28),$351.83 
14/7/18,WOOLWORTHS 1474 REDFE-11:09,-39.13,Personal - Groceries,($39.13),$368.11 
14/7/18,POS W/D -08:11,-57.08,Personal - Groceries,($57.08),$407.24 
14/7/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
13/7/18,BREAD & CIRCUS WHOLQP-14:48,-35.0,Personal - Skye,($35.00),$464.32 
13/7/18,INWARD DIRECT DEBIT,-1000.0,Personal - Childcare,"($1,000.00)",$499.32 
13/7/18,From: PAYGATE,0.0,Personal - Childcare,0,0
13/7/18,Ref: 5724484/SDN Redfer,0.0,Personal - Childcare,0,0
12/7/18,EZI*NCIE Fitness Ctr -11:40,-107.31,Personal - Health & Wellbeing,($107.31),"$1,499.32 "
12/7/18,WOOLWORTHS 1474 REDFE-17:50,-54.91,Personal - Groceries,($54.91),"$1,606.63 "
11/7/18,Hunter's Corner Redfern AU,0.0,Expense - Office Supplies,0,0
11/7/18,POS W/D -08:41,-19.0,Expense - Office Supplies,($19.00),"$1,661.54 "
10/7/18,BREADFERN PTY LTD RED-00:00,-15.8,Personal - General,($15.80),"$1,680.54 "
10/7/18,LITTLE EVIE REDFERN R-00:00,-68.0,Personal - Eating Out,($68.00),"$1,696.34 "
10/7/18,Cuckoo Callay Surry H-11:03,-24.5,Personal - Coffee,($24.50),"$1,764.34 "
10/7/18,Fratelli Alexandria A-19:10,-131.1,Personal - Eating Out,($131.10),"$1,788.84 "
9/7/18,GETJARVIS.COM.AU NUNA-04:36,-70.0,Expense - Cleaners,($70.00),"$1,919.94 "
9/7/18,Hunter's Corner Redfe-11:44,-11.5,Personal - Coffee,($11.50),"$1,989.94 "
7/7/18,PAYPAL *MICROSOFT OFF-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$2,001.44 "
7/7/18,WOOLWORTHS 1474 REDFE-17:27,-46.07,Personal - Groceries,($46.07),"$2,014.44 "
6/7/18,POST STRAWBERRY HIST -09:51,-6.0,Expense - Office Supplies,($6.00),"$2,060.51 "
6/7/18,INTERNET BANKING BPAY,-578.51,Expense - Utilities,($578.51),"$2,066.51 "
6/7/18,BILLER: 97410 CRN: 10086881120007  RCPT: MEB201807063023006323,0.0,Expense - Utilities,0,0
6/7/18,INTERNET BANKING BPAY,-632.04,Expense - Rates,($632.04),"$2,645.02 "
6/7/18,BILLER: 7500 CRN: 1385368 RCPT: ME B201807063023006324,0.0,Expense - Rates,0,0
5/7/18,INTERNET BANKING INT TFR,-2411.65,Mortgage,"($2,411.65)","$3,277.06 "
5/7/18,TFR TO: 000359484 RCPT: FT36F6DQ3J 322D6W overdue repayment due on 24  06 2018,0.0,Mortgage,0,0
5/7/18,INTERNET BANKING INT REVS,2411.65,Mortgage,"$2,411.65 ","$5,688.71 "
5/7/18,TFR FROM,0.0,Mortgage,0,0
3/7/18,POS W/D -09:48,-133.45,Expense - Office Supplies,($133.45),"$3,277.06 "
3/7/18,POST STRAWBERRY HIL STRAWBERRY AU,0.0,,0,0
3/7/18,UBER *TRIP CPMRA SYDN-18:33,-7.17,Expense - Travel - Taxis,($7.17),"$3,410.51 "
3/7/18,BREADFERN PTY LTD RED-00:00,-21.6,Personal - Groceries,($21.60),"$3,417.68 "
3/7/18,WOOLWORTHS 1474 REDFE-11:37,-24.53,Personal - Groceries,($24.53),"$3,439.28 "
2/7/18,Cuckoo Callay Surry H-10:09,-36.0,Personal - Lunch,($36.00),"$3,463.81 "
30/6/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
30/6/18,POS W/D -15:23,-141.11,Personal - Groceries,($141.11),"$3,499.81 "
29/6/18,Stop Valve Espresso D-11:23,-37.74,Personal - Coffee,($37.74),"$3,640.92 "
29/6/18,GETJARVIS.COM.AU NUNA-02:15,-35.0,Expense - Cleaners,($35.00),"$3,678.66 "
29/6/18,Ref: 5694595/SDN Redfer,0.0,Personal - Childcare,0,0
29/6/18,From: PAYGATE,0.0,Personal - Childcare,0,0
29/6/18,INWARD DIRECT DEBIT,-714.0,Personal - Childcare,($714.00),"$3,713.66 "
28/6/18,Redfern Station MC Re-11:24,-25.0,Personal - Health & Wellbeing,($25.00),"$4,427.66 "
27/6/18,CITYOFSYDNEY PARKING -12:34,-2.9,Expense - Travel - Parking,($2.90),"$4,452.66 "
26/6/18,THE TUDOR REDFERN QPS-00:00,-25.5,Personal - Drinking Out,($25.50),"$4,455.56 "
27/6/18,UBER TRIP WLICH HELP.-10:21,-27.45,Expense - Travel - Taxis,($27.45),"$4,481.06 "
23/6/18,MR LIQUOR THE ROCKS-16:16,-68.97,Personal - Alcohol,($68.97),"$4,508.51 "
23/6/18,OPERA CONVENIENCE ST -16:20,-10.95,Personal,($10.95),"$4,577.48 "
25/6/18,IINET LIMITED PERTH-09:21,-129.98,Expense - Phone & Internet,($129.98),"$4,588.43 "
25/6/18,EZI*NCIE Fitness Ctr -11:47,-107.31,Personal - Health & Wellbeing,($107.31),"$4,718.41 "
26/6/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
26/6/18,POS W/D -17:51,-123.04,Personal - Cash Out,($123.04),"$4,825.72 "
23/6/18,UBER *TRIP NMLVJ SYDN-00:35,-35.06,Expense - Travel - Taxis,($35.06),"$4,948.76 "
25/6/18,Ref: 5680262/SDN Redfer,0.0,Personal - Childcare,0,0
25/6/18,From: PAYGATE,0.0,Personal - Childcare,0,0
25/6/18,INWARD DIRECT DEBIT,-714.0,Personal - Childcare,($714.00),"$4,983.82 "
25/6/18,Ref: tf4 for morgage co,0.0,Personal - Childcare,0,0
25/6/18,From: ST GEORGE BANK,0.0,,0,0
25/6/18,INWARD DIRECT CREDIT,5000.0,Account Transfer (In),"$5,000.00 ","$5,697.82 "
24/6/18,SARAY TURKISH PIZZA N-00:00,-11.0,Personal - Lunch,($11.00),$697.82 
22/6/18,RIVERSDALE PUB CO NO -00:00,-51.7,Personal - Eating Out,($51.70),$708.82 
23/6/18,SPAR REDFERN QPS REDF-00:00,-16.0,Personal - Groceries,($16.00),$760.52 
23/6/18,SPAR REDFERN QPS REDF-00:00,-22.84,Personal - Groceries,($22.84),$776.52 
23/6/18,QUEENS HOTEL Enmore-23:20,-95.4,Personal - Eating Out,($95.40),$799.36 
22/6/18,FONE GALAXY SYDNEY-12:00,-35.0,Expense - Phone & Internet,($35.00),$894.76 
22/6/18,UBER *TRIP DD5ZO SYDN-19:14,-22.16,Expense - Travel - Taxis,($22.16),$929.76 
23/6/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
23/6/18,POS W/D -11:56,-103.0,Personal - Groceries,($103.00),$951.92 
20/6/18,REBEL CHATSWOOD CHATS-14:25,-94.98,Personal - Health & Wellbeing,($94.98),"$1,054.92 "
20/6/18,LEICHHARDT MUNICIPAL -11:44,-3.0,Expense - Travel - Parking,($3.00),"$1,149.90 "
20/6/18,UBER *TRIP 5STPW SYDN-18:23,-16.61,Expense - Travel - Taxis,($16.61),"$1,152.90 "
18/6/18,NOLA SYDNEY PTY LTD B-00:00,-31.0,Personal - Skye,($31.00),"$1,169.51 "
20/6/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
20/6/18,POS W/D -17:41,-115.86,Personal - Groceries,($115.86),"$1,200.51 "
19/6/18,LIME APPLE 1327753 AL-17:46,-14.7,Expense - Travel - Taxis,($14.70),"$1,316.37 "
17/6/18,REPLAY ESPRESSO PL TU-00:00,-36.3,Personal - Coffee,($36.30),"$1,331.07 "
17/6/18,REPLAY ESPRESSO PL TU-00:00,-48.0,Personal - Family,($48.00),"$1,367.37 "
16/6/18,PAYPAL *UNIQLOAUSTR 4-00:00,-409.6,Personal - General,($409.60),"$1,415.37 "
18/6/18,VIRGIN MOBILE H/O MAC-11:40,-80.0,Expense - Phone & Internet,($80.00),"$1,824.97 "
18/6/18,UBER *TRIP LFIWH SYDN-18:16,-5.59,Expense - Travel - Taxis,($5.59),"$1,904.97 "
16/6/18,UBER *TRIP FSO2X SYDN-18:31,-32.39,Expense - Travel - Taxis,($32.39),"$1,910.56 "
16/6/18,UBER *EATS MCMJS SYDN-18:42,-67.0,Personal - Eating Out,($67.00),"$1,942.95 "
19/6/18,Hunter's Corner Redfern AU,0.0,Expense - Office Supplies,0,0
19/6/18,POS W/D -10:10,-20.0,Expense - Office Supplies,($20.00),"$2,009.95 "
16/6/18,THE TUDOR REDFERN RED-00:00,-46.0,Personal - Drinking Out,($46.00),"$2,029.95 "
18/6/18,NCIE REDFERN AU,0.0,Personal - Health & Wellbeing,0,0
18/6/18,POS W/D -15:58,-210.0,Personal - Health & Wellbeing,($210.00),"$2,075.95 "
18/6/18,OUTWARD D/E DISHONOUR,-10.0,Fees,($10.00),"$2,285.95 "
14/6/18,THE TUDOR REDFERN RED-00:00,-52.5,Personal - Drinking Out,($52.50),"$2,295.95 "
14/6/18,THE TUDOR REDFERN QPS-00:00,-32.0,Personal - Drinking Out,($32.00),"$2,348.45 "
15/6/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
15/6/18,POS W/D -18:03,-114.45,Personal - Groceries,($114.45),"$2,380.45 "
13/6/18,SUSHI TOPIA PTY LTD R-14:32,-34.0,Expense - Working Lunch,($34.00),"$2,494.90 "
13/6/18,WOOLWORTHS 1474 REDFE-17:51,-17.03,Personal - Groceries,($17.03),"$2,528.90 "
13/6/18,WOOLWORTHS 1474 REDFE-07:53,-35.37,Personal - Groceries,($35.37),"$2,545.93 "
11/6/18,THE TUDOR REDFERN RED-00:00,-61.3,Personal - Drinking Out,($61.30),"$2,581.30 "
11/6/18,ERSKO PTY LIMITED ERS-00:00,-34.0,Personal - Drinking Out,($34.00),"$2,642.60 "
13/6/18,Ref: Wortley St,0.0,Account Transfer (Out),0,0
13/6/18,From: Abbott Trees Pty Ltd,0.0,Wortley St,0,0
13/6/18,INWARD DIRECT CREDIT,1617.0,Wortley St,"$1,617.00 ","$2,676.60 "
13/6/18,TFR TO: 032267 00C132906 RCPT: 3XWVBG9SGZM5CXTM Wortley St,0.0,Wortley St,0,0
13/6/18,INTERNET BANKING EXT TFR,-1617.0,Wortley St,"($1,617.00)","$1,059.60 "
8/6/18,WOOLWORTHS 1474 REDFE-19:47,-28.43,Personal - Groceries,($28.43),"$2,676.60 "
10/6/18,Fratelli Alexandria A-18:06,-110.93,Personal - Eating Out,($110.93),"$2,705.03 "
9/6/18,TRANSPORT FOR NSW CHI-00:00,-4.2,Expense - Travel,($4.20),"$2,815.96 "
9/6/18,TRANSPORT FOR NSW CHI-00:00,-4.2,Expense - Travel,($4.20),"$2,820.16 "
8/6/18,IINET LIMITED PERTH-10:32,-292.32,Expense - Phone & Internet,($292.32),"$2,824.36 "
7/6/18,SALVADOR COFFEE DARLI-14:26,-13.0,Personal - Coffee,($13.00),"$3,116.68 "
6/6/18,EVENT CINEMAS GEORGE -00:00,-54.0,Personal - Entertainment,($54.00),"$3,129.68 "
9/6/18,ATM W/D CBA ATM REDFE-10:50,-200.0,Personal - Cash Out,($200.00),"$3,183.68 "
7/6/18,WOOLWORTHS 1474 REDFE-17:50,-12.23,Personal - Groceries,($12.23),"$3,383.68 "
6/6/18,WOOLWORTHS 1474 REDFE-21:48,-35.39,Personal - Groceries,($35.39),"$3,395.91 "
7/6/18,UBER TRIP WYYNW HELP.-09:56,-15.9,Expense - Travel - Taxis,($15.90),"$3,431.30 "
8/6/18,So 9 Pty Ltd Waterloo AU,0.0,Personal,0,0
8/6/18,POS W/D -14:34,-32.0,Personal,($32.00),"$3,447.20 "
6/6/18,SCOUTS HONOR REDFERN-10:10,-28.0,Personal - Eating Out,($28.00),"$3,479.20 "
2/6/18,CAFE BERLIN BALMAIN-12:20,-18.0,Personal - Jane,($18.00),"$3,507.20 "
4/6/18,EZIDEBIT DISHON FEE F-10:06,-11.9,Fees,($11.90),"$3,525.20 "
3/6/18,ALDI STORES WATERLOO-13:28,-326.45,Personal - Groceries,($326.45),"$3,537.10 "
4/6/18,CHINO TC PTY LTD SURR-15:04,-90.0,Personal - Health & Wellbeing,($90.00),"$3,863.55 "
2/6/18,BUDGET PETROL CHIPPEN-00:00,-50.0,Expense - Travel,($50.00),"$3,953.55 "
3/6/18,PAYPAL *MICROSOFT OFF-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$4,003.55 "
3/6/18,Fratelli Alexandria A-16:58,-100.49,Personal - Eating Out,($100.49),"$4,016.55 "
1/6/18,WOOLWORTHS 1474 REDFE-18:38,-26.08,Personal - Groceries,($26.08),"$4,117.04 "
1/6/18,STILLWHITE.COM SYDNEY-21:36,-29.95,Personal - Skye,($29.95),"$4,143.12 "
1/6/18,POWERHOUSE MUSEUM ULT-12:38,-115.45,Personal - Family,($115.45),"$4,173.07 "
2/6/18,Kidstuff - Balmain Balmain AU,0.0,Personal - Reuben,0,0
2/6/18,POS W/D -12:12,-30.97,Personal,($30.97),"$4,288.52 "
1/6/18,Ref: 5633828/SDN Redfer,0.0,Personal - Childcare,0,0
1/6/18,From: PAYGATE,0.0,Personal - Childcare,0,0
1/6/18,INWARD DIRECT DEBIT,-1428.0,Personal - Childcare,"($1,428.00)","$4,319.49 "
31/5/18,WOOLWORTHS 1474 REDFE-17:47,-20.0,Personal - Groceries,($20.00),"$5,747.49 "
30/5/18,CHEMIST WAREHOUSE HAY-17:23,-50.98,Personal - Health & Wellbeing,($50.98),"$5,767.49 "
1/6/18,BILLER: 75556 CRN: 119479406397760 RCPT: MEB201806012955002293,0.0,ATO Payment,0,0
1/6/18,INTERNET BANKING BPAY,-1874.0,ATO Payment,"($1,874.00)","$5,818.47 "
1/6/18,BILLER: 75556 CRN: 119479406397760 RCPT: MEB201806012955002292,0.0,ATO Payment,0,0
1/6/18,INTERNET BANKING BPAY,-6361.0,ATO Payment,"($6,361.00)","$7,692.47 "
30/5/18,WOOLWORTHS 1474 REDFE-11:13,-91.93,Personal - Groceries,($91.93),"$14,053.47 "
30/5/18,UBER *TRIP 3I2UV SYDN-18:01,-18.68,Expense - Travel - Taxis,($18.68),"$14,145.40 "
31/5/18,TFR TO: 944600 000359484 FT18151CC857,0.0,Mortgage,0,0
31/5/18,INTERNET BANKING INT TFR,-3718.43,Mortgage,"($3,718.43)","$14,164.08 "
29/5/18,Ref: MINISTRY OF SOUND,0.0,Income,0,0
29/5/18,From: Etcetc Music Pty,0.0,Income,0,0
29/5/18,INWARD DIRECT CREDIT,17867.51,Income,"$17,867.51 ","$17,882.51 "
29/5/18,M/C REJ - INSUFF. FUN-16:34,0.0,Fees,0,0
26/5/18,WOOLWORTHS 1474 REDFE-15:39,-76.04,Personal - Groceries,($76.04),$15.00 
28/5/18,M/C REJ - INSUFF. FUN-16:42,0.0,Fees,0,0
28/5/18,OUTWARD D/E DISHONOUR,-10.0,Fees,($10.00),$91.04 
23/5/18,WOOLWORTHS 1474 REDFE-19:04,-43.18,Personal - Groceries,($43.18),$101.04 
23/5/18,UBER *TRIP 5D2DQ SYDN-08:32,-13.3,Expense - Travel - Taxis,($13.30),$144.22 
19/5/18,SYDNEY PARK KIOSK NEW-14:34,-16.0,Personal - Coffee,($16.00),$157.52 
20/5/18,GM CABS PTY LTD MASCO-01:28,-37.38,Expense - Travel - Taxis,($37.38),$173.52 
19/5/18,ALDI STORES WATERLOO-16:58,-159.67,Personal - Groceries,($159.67),$210.90 
19/5/18,WOOLWORTHS 1474 REDFE-20:36,-35.0,Personal - Groceries,($35.00),$370.57 
21/5/18,OUTWARD D/E DISHONOUR,-10.0,Fees,($10.00),$405.57 
17/5/18,THE TUDOR REDFERN RED-00:00,-53.5,Personal - Drinking Out,($53.50),$415.57 
17/5/18,THE TUDOR REDFERN RED-00:00,-37.5,Personal - Drinking Out,($37.50),$469.07 
17/5/18,THE TUDOR REDFERN QPS-00:00,-12.0,Personal - Drinking Out,($12.00),$506.57 
17/5/18,THE TUDOR REDFERN QPS-00:00,-21.0,Personal - Drinking Out,($21.00),$518.57 
17/5/18,Woolys Wheels Pty Ltd-14:19,-80.0,Expense - Travel,($80.00),$539.57 
17/5/18,Woolys Wheels Pty Ltd-14:09,-25.0,Expense - Travel,($25.00),$619.57 
16/5/18,WOOLWORTHS 1474 REDFE-21:30,-104.05,Personal - Groceries,($104.05),$644.57 
16/5/18,GM CABS AUSTRALIA MAS-02:02,-14.81,Expense - Travel - Taxis,($14.81),$748.62 
16/5/18,WOOLWORTHS 1474 REDFE-12:15,-45.33,Personal - Groceries,($45.33),$763.43 
14/5/18,SQ *BREWRISTAS CAFE D-12:00,-5.0,Personal - Coffee,($5.00),$808.76 
11/5/18,THE DOLPHIN HOTEL SUR-16:59,-25.26,Personal - Drinking Out,($25.26),$813.76 
13/5/18,GM CABS PTY LTD MASCO-00:29,-20.9,Expense - Travel - Taxis,($20.90),$839.02 
13/5/18,GOLDEN CENTURY SYDNEY-00:18,-85.5,Personal - Eating Out,($85.50),$859.92 
12/5/18,COMPASSSYDNEYTOWNHAL -20:10,-22.0,UNKNOWN,($22.00),$945.42 
12/5/18,COMPASSSYDNEYTOWNHAL -21:20,-18.0,UNKNOWN,($18.00),$967.42 
12/5/18,COMPASSSYDNEYTOWNHAL -20:37,-18.0,UNKNOWN,($18.00),$985.42 
14/5/18,THE BLACK GROODLE QPS-00:00,-7.5,Personal - Drinking Out,($7.50),"$1,003.42 "
14/5/18,M/C CHARGEBACK -22:31,4.43,Fees,$4.43 ,"$1,010.92 "
14/5/18,UBER *TRIP TR5BO SYDN-22:25,-19.13,Expense - Travel - Taxis,($19.13),"$1,006.49 "
15/5/18,ATM W/D CBA ATM COLOM-13:36,-200.0,Personal - Cash Out,($200.00),"$1,025.62 "
13/5/18,HARRIS FARM MARKETSQP-00:00,-16.99,Personal - Groceries,($16.99),"$1,225.62 "
12/5/18,ALDI STORES - WATERLO-00:00,-203.46,Personal - Groceries,($203.46),"$1,242.61 "
12/5/18,Assembly Bar Sydney-19:45,-24.0,Personal - Drinking Out,($24.00),"$1,446.07 "
12/5/18,Assembly Bar Sydney-19:34,-40.0,Personal - Drinking Out,($40.00),"$1,470.07 "
10/5/18,THE TUDOR REDFERN QPS-00:00,-21.0,Personal - Drinking Out,($21.00),"$1,510.07 "
10/5/18,THE TUDOR REDFERN RED-00:00,-44.5,Personal - Drinking Out,($44.50),"$1,531.07 "
10/5/18,THE TUDOR REDFERN RED-00:00,-56.5,Personal - Drinking Out,($56.50),"$1,575.57 "
6/5/18,ALDI STORES - WATERLO-00:00,-230.99,Personal - Groceries,($230.99),"$1,632.07 "
5/5/18,MYER SYDNEY CITY SYDN-15:58,-114.0,Personal,($114.00),"$1,863.06 "
3/5/18,THE TUDOR REDFERN RED-00:00,-67.0,Personal - Drinking Out,($67.00),"$1,977.06 "
3/5/18,THE TUDOR REDFERN QPS-00:00,-27.0,Personal - Drinking Out,($27.00),"$2,044.06 "
4/5/18,REDFORNO PTY LTD PUNC-00:00,-94.0,Personal - Eating Out,($94.00),"$2,071.06 "
5/5/18,Foodora Sydney-04:12,-139.8,Personal - Skye,($139.80),"$2,165.06 "
3/5/18,PAYPAL *MICROSOFT OFF-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$2,304.86 "
4/5/18,Ref: 5573362/SDN Redfer,0.0,Personal - Childcare,0,0
4/5/18,From: PAYGATE,0.0,Personal - Childcare,0,0
4/5/18,INWARD DIRECT DEBIT,-1428.0,Personal - Childcare,"($1,428.00)","$2,317.86 "
4/5/18,Ref: Sushi Yum Yum,0.0,Personal - Lunch,0,0
4/5/18,From: COMMONWEALTH BANK,0.0,,0,0
4/5/18,INWARD DIRECT CREDIT,72.6,Personal,$72.60 ,"$3,745.86 "
3/5/18,TFR TO: 083004 846478702 RCPT: 3X4TMWRG87VRC3PC HAU-6537,0.0,Mortgage,0,0
3/5/18,INTERNET BANKING EXT TFR,-911.0,UNKNOWN,($911.00),"$3,673.26 "
1/5/18,UBER *TRIP W6M7Q SYDN-19:41,-13.65,Expense - Travel - Taxis,($13.65),"$4,584.26 "
3/5/18,Ref: Bel Sushi,0.0,Personal - Eating Out,0,0
3/5/18,From: Westpac Choice,0.0,Expense - Office Supplies,0,0
3/5/18,INWARD DIRECT CREDIT,18.9,Personal,$18.90 ,"$4,597.91 "
29/4/18,PAYPAL *OZTIX 4029357-00:00,-42.9,Personal - Entertainment,($42.90),"$4,579.01 "
2/5/18,ATM W/D CBA ATM COLOM-13:43,-200.0,Personal - Cash Out,($200.00),"$4,621.91 "
29/4/18,Acre Farm and Eatery -18:28,-305.4,Personal - Eating Out,($305.40),"$4,821.91 "
29/4/18,Acre Farm and Eatery -16:19,-34.0,Personal - Eating Out,($34.00),"$5,127.31 "
29/4/18,BREADFERN PTY LTD RED-00:00,-25.0,Personal - General,($25.00),"$5,161.31 "
29/4/18,UBER TRIP 3EXXV HELP.-06:39,-20.74,Expense - Travel - Taxis,($20.74),"$5,186.31 "
25/4/18,UBER TRIP Z5OOV HELP.-11:26,-25.81,Expense - Travel - Taxis,($25.81),"$5,207.05 "
24/4/18,ALDI STORES - WATERLO-00:00,-245.69,Personal - Groceries,($245.69),"$5,232.86 "
26/4/18,Ref: 18113050f826c2c,0.0,NAN,0,0
26/4/18,From: IINET TECHNOLOGI,0.0,NAN,0,0
26/4/18,INWARD DIRECT DEBIT,-168.99,Expense - Phone & Internet,($168.99),"$5,478.55 "
21/4/18,UBER *TRIP FRCQT SYDN-16:47,-19.82,Expense - Travel - Taxis,($19.82),"$5,647.54 "
24/4/18,TFR TO: 062000 014073661 RCPT: 3X6V2LNZ2XPQ2C66 SDA13031,0.0,NAN,0,0
24/4/18,INTERNET BANKING EXT TFR,-275.0,Expense - Admin Services,($275.00),"$5,667.36 "
24/4/18,TFR TO: 012487 489047954 RCPT: 3X9GZ629LDZSCWZY House Healey Ward 2234,0.0,Mortgage,0,0
